paper_title,paper_url,paper_arxiv_id,repo_url,is_official,framework,readmeUrl,requirementsUrl,requirementsLastCommitDate,mostProminentLanguage,stars,lastCommitDate,contributors
Wasserstein GAN,https://paperswithcode.com/paper/wasserstein-gan,1701.07875,https://github.com/landeros10/infoganJL,false,none,https://raw.githubusercontent.com/landeros10/infoganJL/master/README.md,requirements.txt not found,None,Jupyter Notebook,0,2018-12-13T22:07:52Z,https://github.com/landeros10
Modelling Patient Trajectories Using Multimodal Information,https://paperswithcode.com/paper/modelling-patient-trajectories-using,2209.04224,https://github.com/bioinformatics-ua/patienttm,true,pytorch,https://raw.githubusercontent.com/bioinformatics-ua/patienttm/master/README.md,requirements.txt not found,None,Python,7,2022-06-15T14:17:57Z,"https://github.com/manels7, https://github.com/kexinhuang12345, https://github.com/joaorafaelalmeida, https://github.com/leopold-franz"
Image-to-Image Translation with Conditional Adversarial Networks,https://paperswithcode.com/paper/image-to-image-translation-with-conditional,1611.07004,https://github.com/Montia/bw2color,false,tf,https://raw.githubusercontent.com/Montia/bw2color/master/README.md,requirements.txt not found,None,Python,35,2018-12-31T07:08:13Z,"https://github.com/Montia, https://github.com/idleyui"
Dissipation of stop-and-go waves via control of autonomous vehicles: Field experiments,https://paperswithcode.com/paper/dissipation-of-stop-and-go-waves-via-control,1705.01693,https://github.com/NeekhilD/Learning-Competition,false,none,https://raw.githubusercontent.com/NeekhilD/Learning-Competition/master/README.md,requirements.txt not found,None,JavaScript,1,2019-01-06T11:45:15Z,"https://github.com/lexfridman, https://github.com/0xflotus, https://github.com/pochoi, https://github.com/NeekhilD"
Microsoft COCO: Common Objects in Context,https://paperswithcode.com/paper/microsoft-coco-common-objects-in-context,1405.0312,https://github.com/nightrome/cocostuff10k,false,none,https://raw.githubusercontent.com/nightrome/cocostuff10k/master/README.md,requirements.txt not found,None,MATLAB,275,2018-03-24T14:27:03Z,https://github.com/nightrome
LabelBank: Revisiting Global Perspectives for Semantic Segmentation,https://paperswithcode.com/paper/labelbank-revisiting-global-perspectives-for,1703.09891,https://github.com/nightrome/cocostuff10k,false,none,https://raw.githubusercontent.com/nightrome/cocostuff10k/master/README.md,requirements.txt not found,None,MATLAB,275,2018-03-24T14:27:03Z,https://github.com/nightrome
Deep Bayesian Inversion,https://paperswithcode.com/paper/deep-bayesian-inversion,1811.05910,https://github.com/JamesGlare/Neural-Net-LabView-DLL,false,tf,https://raw.githubusercontent.com/JamesGlare/Neural-Net-LabView-DLL/master/README.md,requirements.txt not found,None,C++,22,2019-05-08T13:25:38Z,https://github.com/JamesGlare
A Revised Generative Evaluation of Visual Dialogue,https://paperswithcode.com/paper/a-revised-generative-evaluation-of-visual,2004.09272,https://github.com/danielamassiceti/geneval_visdial,true,pytorch,https://raw.githubusercontent.com/danielamassiceti/geneval_visdial/master/README.md,requirements.txt not found,None,Python,4,2021-08-01T17:27:17Z,https://github.com/danielamassiceti
A Resource for Computational Experiments on Mapudungun,https://paperswithcode.com/paper/a-resource-for-computational-experiments-on,1912.01772,https://github.com/mingjund/mapudungun-corpus,true,none,https://raw.githubusercontent.com/mingjund/mapudungun-corpus/master/README.md,requirements.txt not found,None,Python,9,2020-06-09T19:19:00Z,https://github.com/mingjund
Cadre Modeling: Simultaneously Discovering Subpopulations and Predictive Models,https://paperswithcode.com/paper/cadre-modeling-simultaneously-discovering,1802.02500,https://github.com/newalexander/supervised-cadres,true,tf,https://raw.githubusercontent.com/newalexander/supervised-cadres/master/README.md,https://raw.githubusercontent.com/newalexander/supervised-cadres/master/requirements.txt,2019-06-21T18:53:25Z,Python,1,2019-07-11T22:38:01Z,https://github.com/newalexander
YOLOv3: An Incremental Improvement,https://paperswithcode.com/paper/yolov3-an-incremental-improvement,1804.02767,https://github.com/saransh317/YOLOv3-Easy-Implementation,false,none,https://raw.githubusercontent.com/saransh317/YOLOv3-Easy-Implementation/main/README.md,requirements.txt not found,None,Jupyter Notebook,1,2021-01-13T16:08:39Z,https://github.com/saransh317
Delog: A Privacy Preserving Log Filtering Framework for Online Compute Platforms,https://paperswithcode.com/paper/delog-a-privacy-preserving-log-filtering,1902.04843,https://github.com/qubole/qubole-log-datasets,true,none,https://raw.githubusercontent.com/qubole/qubole-log-datasets/master/README.md,requirements.txt not found,None,No language detected,2,2019-03-14T03:48:41Z,"https://github.com/AgrawalAmey, https://github.com/indit-qubole, https://github.com/jsensarma"
"Word, Subword or Character? An Empirical Study of Granularity in Chinese-English NMT",https://paperswithcode.com/paper/word-subword-or-character-an-empirical-study,1711.04457,https://github.com/ye-kyaw-thu/myword,false,none,https://raw.githubusercontent.com/ye-kyaw-thu/myword/main/README.md,requirements.txt not found,None,Python,48,2021-10-25T02:56:44Z,https://github.com/ye-kyaw-thu
Telepresence System based on Simulated Holographic Display,https://paperswithcode.com/paper/telepresence-system-based-on-simulated,1804.02343,https://github.com/jrterven/backsub,true,none,https://raw.githubusercontent.com/jrterven/backsub/master/README.md,requirements.txt not found,None,MATLAB,1,2018-04-10T15:29:55Z,https://github.com/jrterven
Distributed Representations of Words and Phrases and their Compositionality,https://paperswithcode.com/paper/distributed-representations-of-words-and-1,1310.4546,https://github.com/ye-kyaw-thu/myword,false,none,https://raw.githubusercontent.com/ye-kyaw-thu/myword/main/README.md,requirements.txt not found,None,Python,48,2021-10-25T02:56:44Z,https://github.com/ye-kyaw-thu
Graph Attention Networks,https://paperswithcode.com/paper/graph-attention-networks,1710.10903,https://github.com/ds4dm/sGat,false,pytorch,https://raw.githubusercontent.com/ds4dm/sGat/master/README.md,requirements.txt not found,None,Python,17,2018-09-20T17:12:00Z,"https://github.com/AntoinePrv, https://github.com/gasse"
Adversarial Noise Layer: Regularize Neural Network By Adding Noise,https://paperswithcode.com/paper/adversarial-noise-layer-regularize-neural,1805.08000,https://github.com/youzhonghui/ANL,true,pytorch,https://raw.githubusercontent.com/youzhonghui/ANL/master/README.md,requirements.txt not found,None,Python,16,2024-03-05T08:44:25Z,https://github.com/youzhonghui
Adversarial Autoencoders,https://paperswithcode.com/paper/adversarial-autoencoders,1511.05644,https://github.com/Gauravshahare/ADVERSIAL_AUTOENCODER,false,pytorch,https://raw.githubusercontent.com/Gauravshahare/ADVERSIAL_AUTOENCODER/master/README.md,requirements.txt not found,None,Jupyter Notebook,2,2019-06-12T12:27:23Z,https://github.com/Gauravshahare
Automated optimization of large quantum circuits with continuous parameters,https://paperswithcode.com/paper/automated-optimization-of-large-quantum,1710.07345,https://github.com/njross/optimizer,true,none,https://raw.githubusercontent.com/njross/optimizer/master/README.md,requirements.txt not found,None,No language detected,22,2018-03-01T17:52:31Z,https://github.com/njross
Image Super-Resolution With Non-Local Sparse Attention,https://paperswithcode.com/paper/image-super-resolution-with-non-local-sparse,,https://github.com/HarukiYqM/Non-Local-Sparse-Attention,true,pytorch,https://raw.githubusercontent.com/HarukiYqM/Non-Local-Sparse-Attention/main/README.md,requirements.txt not found,None,Python,174,2022-02-27T18:50:56Z,"https://github.com/HarukiYqM, https://github.com/JeremyIV"
NNLL-fast: predictions for coloured supersymmetric particle production at the LHC with threshold and Coulomb resummation,https://paperswithcode.com/paper/nnll-fast-predictions-for-coloured,1607.07741,https://github.com/misho104/susy_cross_section,false,none,https://raw.githubusercontent.com/misho104/susy_cross_section/master/README.md,requirements.txt not found,None,Python,1,2023-07-16T07:02:41Z,"https://github.com/misho104, https://github.com/apps/dependabot"
Adapting to the Long Tail: A Meta-Analysis of Transfer Learning Research for Language Understanding Tasks,https://paperswithcode.com/paper/adapting-to-the-long-tail-a-meta-analysis-of,2111.01340,https://github.com/cc-rmd-epibio/domain-adaptation-meta-analysis,true,pytorch,https://raw.githubusercontent.com/cc-rmd-epibio/domain-adaptation-meta-analysis/main/README.md,https://raw.githubusercontent.com/cc-rmd-epibio/domain-adaptation-meta-analysis/main/requirements.txt,2022-06-02T21:24:54Z,Jupyter Notebook,0,2022-06-02T21:25:28Z,https://github.com/aakanksha19
Online SSVEP-based BCI using Riemannian geometry,https://paperswithcode.com/paper/online-ssvep-based-bci-using-riemannian,,https://github.com/sylvchev/dataset-ssvep-exoskeleton,true,none,https://raw.githubusercontent.com/sylvchev/dataset-ssvep-exoskeleton/master/README.md,requirements.txt not found,None,No language detected,39,2020-12-06T17:31:58Z,
Practical Black-Box Attacks against Machine Learning,https://paperswithcode.com/paper/practical-black-box-attacks-against-machine,1602.02697,https://github.com/johnsonkee/graduate_design,false,tf,https://raw.githubusercontent.com/johnsonkee/graduate_design/master/README.md,requirements.txt not found,None,Python,0,2019-06-02T03:39:49Z,https://github.com/johnsonkee
μ-cuDNN: Accelerating Deep Learning Frameworks with Micro-Batching,https://paperswithcode.com/paper/-cudnn-accelerating-deep-learning-frameworks,1804.04806,https://github.com/spcl/ucudnn,false,tf,https://raw.githubusercontent.com/spcl/ucudnn/master/README.md,requirements.txt not found,None,C++,64,2018-07-26T07:04:58Z,"https://github.com/tbennun, https://github.com/oyamay"
Language Modeling with Gated Convolutional Networks,https://paperswithcode.com/paper/language-modeling-with-gated-convolutional,1612.08083,https://github.com/lxdragoon/Modified-mnist,false,tf,https://raw.githubusercontent.com/lxdragoon/Modified-mnist/master/README.md,requirements.txt not found,None,Jupyter Notebook,0,2019-11-13T02:07:25Z,https://github.com/lxdragoon
Variational Dropout Sparsifies Deep Neural Networks,https://paperswithcode.com/paper/variational-dropout-sparsifies-deep-neural,1701.05369,https://github.com/HolyBayes/VarDropPytorch,false,pytorch,https://raw.githubusercontent.com/HolyBayes/VarDropPytorch/master/README.md,https://raw.githubusercontent.com/HolyBayes/VarDropPytorch/master/requirements.txt,2020-03-10T20:59:27Z,Python,83,2021-11-29T11:18:05Z,https://github.com/HolyBayes
Generative Adversarial Networks,https://paperswithcode.com/paper/generative-adversarial-networks,1406.2661,https://github.com/dineshzende/awesome-deep-learning-resources,false,tf,https://raw.githubusercontent.com/dineshzende/awesome-deep-learning-resources/master/README.md,requirements.txt not found,None,No language detected,6,2018-08-12T02:02:42Z,"https://github.com/endymecy, https://github.com/isikdogan, https://github.com/outlace, https://github.com/divamgupta, https://github.com/ppuliu, https://github.com/Naman-Bhalla"
Reducing the Dimensionality of Data with Neural Networks,https://paperswithcode.com/paper/reducing-the-dimensionality-of-data-with,,https://github.com/nmeripo/Reducing-the-Dimensionality-of-Data-with-Neural-Networks,false,tf,https://raw.githubusercontent.com/nmeripo/Reducing-the-Dimensionality-of-Data-with-Neural-Networks/master/README.md,requirements.txt not found,None,Python,37,2024-07-04T16:43:39Z,https://github.com/nmeripo
A proposal for community driven and decentralized astronomical databases and the Open Exoplanet Catalogue,https://paperswithcode.com/paper/a-proposal-for-community-driven-and,1211.7121,https://github.com/hannorein/oec_outreach,false,none,https://raw.githubusercontent.com/hannorein/oec_outreach/master/README.md,requirements.txt not found,None,Python,2,2020-06-22T00:09:42Z,"https://github.com/hannorein, https://github.com/ajtribick, https://github.com/Sol-d, https://github.com/ryanvarley, https://github.com/mamartinod, https://github.com/jaroslavmerc, https://github.com/migueldvb, https://github.com/landrok, https://github.com/CadenArmstrong, https://github.com/dobb13, https://github.com/ForTheCodes, https://github.com/KnittelK, https://github.com/twam, https://github.com/douglase, https://github.com/knutover, https://github.com/paultheastronomer, https://github.com/eas342, https://github.com/DavesHoszowski, https://github.com/dsspiegel, https://github.com/Dexter9313, https://github.com/orome, https://github.com/phalnet, https://github.com/bulatb, https://github.com/chris-taylor, https://github.com/raymuncb, https://github.com/DHems, https://github.com/kfjustis, https://github.com/meldonization, https://github.com/Hasufel, https://github.com/essut"
Single-Shot Refinement Neural Network for Object Detection,https://paperswithcode.com/paper/single-shot-refinement-neural-network-for,1711.06897,https://github.com/Stick-To/RefineDet-tensorflow,false,tf,https://raw.githubusercontent.com/Stick-To/RefineDet-tensorflow/master/README.md,requirements.txt not found,None,Python,37,2021-05-02T08:28:52Z,https://github.com/Stick-To
Assessment of Data Consistency through Cascades of Independently Recurrent Inference Machines for fast and robust accelerated MRI reconstruction,https://paperswithcode.com/paper/assessment-of-data-consistency-through,2111.15498,https://github.com/MindSpore-paper-code-3/code8/tree/main/FaceQualityAssessment,false,mindspore,README not found,requirements.txt not found,None,Python,0,2023-11-14T01:47:44Z,https://github.com/yangyucheng000
Unsupervised Label Noise Modeling and Loss Correction,https://paperswithcode.com/paper/unsupervised-label-noise-modeling-and-loss,1904.11238,https://github.com/PaulAlbert31/LabelNoiseCorrection,false,pytorch,https://raw.githubusercontent.com/PaulAlbert31/LabelNoiseCorrection/master/README.md,requirements.txt not found,None,Python,218,2020-07-30T07:43:23Z,"https://github.com/DiegoOrtego, https://github.com/EricArazo, https://github.com/PaulAlbert31"
Unsupervised Disentangling of Appearance and Geometry by Deformable Generator Network,https://paperswithcode.com/paper/unsupervised-disentangling-of-appearance-and,,https://github.com/andyxingxl/Deformable-generator,false,tf,https://raw.githubusercontent.com/andyxingxl/Deformable-generator/master/README.md,requirements.txt not found,None,Python,14,2021-07-18T13:44:07Z,https://github.com/andyxingxl
Analysis of parallel Schwarz algorithms for time-harmonic problems using block Toeplitz matrices,https://paperswithcode.com/paper/analysis-of-parallel-schwarz-algorithms-for,2006.08801,https://github.com/vicdolean/schwarz,true,none,https://raw.githubusercontent.com/vicdolean/schwarz/master/README.md,requirements.txt not found,None,MATLAB,0,2021-09-01T17:52:07Z,"https://github.com/vicdolean, https://github.com/vdolean"
Large Batch Optimization for Deep Learning: Training BERT in 76 minutes,https://paperswithcode.com/paper/reducing-bert-pre-training-time-from-3-days,1904.00962,https://github.com/cybertronai/pytorch-lamb,false,pytorch,https://raw.githubusercontent.com/cybertronai/pytorch-lamb/master/README.md,requirements.txt not found,None,Python,366,2020-12-09T07:21:02Z,"https://github.com/8enmann, https://github.com/ousou, https://github.com/yaroslavvb"
"Looking through the same lens: shear calibration for LSST, Euclid & WFIRST with stage 4 CMB lensing",https://paperswithcode.com/paper/looking-through-the-same-lens-shear,1607.01761,https://github.com/EmmanuelSchaan/cmb_lensing_noise,false,none,https://raw.githubusercontent.com/EmmanuelSchaan/cmb_lensing_noise/master/README.md,requirements.txt not found,None,Jupyter Notebook,0,2020-02-22T22:51:15Z,https://github.com/EmmanuelSchaan
Feature Space Perturbations Yield More Transferable Adversarial Examples,https://paperswithcode.com/paper/feature-space-perturbations-yield-more,,https://github.com/Shall-Ven/Activation-Attack,false,pytorch,https://raw.githubusercontent.com/Shall-Ven/Activation-Attack/main/README.md,requirements.txt not found,None,Python,2,2023-05-07T09:05:48Z,https://github.com/Shall-Ven
Neural Semantic Encoders,https://paperswithcode.com/paper/neural-semantic-encoders,1607.04315,https://github.com/saraswat/munkhdalai-nse,false,none,https://raw.githubusercontent.com/saraswat/munkhdalai-nse/master/README.md,requirements.txt not found,None,Python,0,2018-07-05T13:33:07Z,https://github.com/saraswat
Resist : Reconstruction of irises from templates,https://paperswithcode.com/paper/resist-reconstruction-of-irises-from,2007.15850,https://github.com/sohaib50k/RESIST-Iris-template-reconstruction,false,tf,https://raw.githubusercontent.com/sohaib50k/RESIST-Iris-template-reconstruction/main/README.md,requirements.txt not found,None,Jupyter Notebook,2,2020-11-05T09:23:22Z,https://github.com/sohaib50k
Super SloMo: High Quality Estimation of Multiple Intermediate Frames for Video Interpolation,https://paperswithcode.com/paper/super-slomo-high-quality-estimation-of,1712.00080,https://github.com/rmalav15/Super-SloMo,false,tf,https://raw.githubusercontent.com/rmalav15/Super-SloMo/master/README.md,requirements.txt not found,None,Python,46,2019-07-17T10:35:25Z,https://github.com/rmalav15
Expectation Particle Belief Propagation,https://paperswithcode.com/paper/expectation-particle-belief-propagation,1506.05934,https://github.com/tlienart/EPBP,true,none,https://raw.githubusercontent.com/tlienart/EPBP/master/README.md,requirements.txt not found,None,Julia,12,2018-10-08T07:20:05Z,https://github.com/tlienart
Proximal Policy Optimization Algorithms,https://paperswithcode.com/paper/proximal-policy-optimization-algorithms,1707.06347,https://github.com/170928/-Review-Proximal-Policy-Optimization-Algorithms,false,tf,https://raw.githubusercontent.com/170928/-Review-Proximal-Policy-Optimization-Algorithms/master/README.md,requirements.txt not found,None,Python,1,2019-01-19T12:27:44Z,https://github.com/170928
Semantic Image Segmentation with Deep Convolutional Nets and Fully Connected CRFs,https://paperswithcode.com/paper/semantic-image-segmentation-with-deep,1412.7062,https://github.com/nightrome/cocostuff10k,false,none,https://raw.githubusercontent.com/nightrome/cocostuff10k/master/README.md,requirements.txt not found,None,MATLAB,275,2018-03-24T14:27:03Z,https://github.com/nightrome
ConvNeXt V2: Co-designing and Scaling ConvNets with Masked Autoencoders,https://paperswithcode.com/paper/convnext-v2-co-designing-and-scaling-convnets,2301.00808,https://github.com/Mind23-2/MindCode-22,false,mindspore,README not found,requirements.txt not found,None,Python,0,2023-04-25T03:19:49Z,
A Policy Driven AI-Assisted PoW Framework,https://paperswithcode.com/paper/a-policy-driven-ai-assisted-pow-framework,2203.10698,https://github.com/trishac97/ML-Policy-PoW,false,none,https://raw.githubusercontent.com/trishac97/ML-Policy-PoW/master/README.md,requirements.txt not found,None,Jupyter Notebook,1,2022-04-27T15:53:34Z,"https://github.com/trishac97, https://github.com/shaswata09"
Taming Discrete Integration via the Boon of Dimensionality,https://paperswithcode.com/paper/taming-discrete-integration-via-the-boon-of,2010.10724,https://github.com/meelgroup/deweight,true,none,https://raw.githubusercontent.com/meelgroup/deweight/main/README.md,requirements.txt not found,None,C++,0,2020-10-22T18:05:10Z,https://github.com/Kasekopf
Multipole expansion for HI intensity mapping experiments: simulations and modelling,https://paperswithcode.com/paper/multipole-expansion-for-hi-intensity-mapping,2002.05626,https://github.com/IntensityTools/MultipoleExpansion,true,none,https://raw.githubusercontent.com/IntensityTools/MultipoleExpansion/master/README.md,requirements.txt not found,None,Jupyter Notebook,6,2022-01-10T16:42:05Z,"https://github.com/Alkistis, https://github.com/stevecunnington"
Where are we now? A large benchmark study of recent symbolic regression methods,https://paperswithcode.com/paper/where-are-we-now-a-large-benchmark-study-of,1804.09331,https://github.com/EpistasisLab/regression-benchmark,true,none,https://raw.githubusercontent.com/EpistasisLab/regression-benchmark/master/README.md,requirements.txt not found,None,Python,214,2024-08-10T12:39:16Z,"https://github.com/lacava, https://github.com/MilesCranmer, https://github.com/folivetti, https://github.com/athril, https://github.com/foolnotion, https://github.com/kahlmeyer94, https://github.com/marcovirgolin, https://github.com/hengzhe-zhang, https://github.com/aboisbunon, https://github.com/jmmcd, https://github.com/yoshitomo-matsubara, https://github.com/kartelj, https://github.com/ying531"
Crowd Counting With Deep Negative Correlation Learning,https://paperswithcode.com/paper/crowd-counting-with-deep-negative-correlation,,https://github.com/shizenglin/Deep-NCL,true,none,https://raw.githubusercontent.com/shizenglin/Deep-NCL/master/README.md,requirements.txt not found,None,C++,54,2019-12-23T08:21:42Z,https://github.com/shizenglin
Generative Synthesis of Insurance Datasets,https://paperswithcode.com/paper/generative-synthesis-of-insurance-datasets,1912.02423,https://github.com/kasaai/ctgan,true,none,https://raw.githubusercontent.com/kasaai/ctgan/master/README.md,requirements.txt not found,None,R,25,2020-02-19T19:36:35Z,https://github.com/kevinykuo
Convolutional Neural Networks for Sentence Classification,https://paperswithcode.com/paper/convolutional-neural-networks-for-sentence,1408.5882,https://github.com/Jerryten/model_nlp,false,tf,https://raw.githubusercontent.com/Jerryten/model_nlp/master/README.md,requirements.txt not found,None,Python,1,2019-03-21T14:22:07Z,https://github.com/Jerryten
SeGraM: A Universal Hardware Accelerator for Genomic Sequence-to-Graph and Sequence-to-Sequence Mapping,https://paperswithcode.com/paper/segram-a-universal-hardware-accelerator-for,2205.05883,https://github.com/cmu-safari/segram,true,none,https://raw.githubusercontent.com/cmu-safari/segram/main/README.md,requirements.txt not found,None,C,12,2022-11-03T16:07:22Z,https://github.com/damlasenolcali
Point Cloud Upsampling and Normal Estimation using Deep Learning for Robust Surface Reconstruction,https://paperswithcode.com/paper/point-cloud-upsampling-and-normal-estimation,2102.13391,https://github.com/rjtshrm/point-normals-upsampling,true,pytorch,https://raw.githubusercontent.com/rjtshrm/point-normals-upsampling/master/README.md,https://raw.githubusercontent.com/rjtshrm/point-normals-upsampling/master/requirements.txt,2020-01-13T01:28:34Z,Python,7,2020-01-15T08:22:16Z,"https://github.com/rjtshrm, https://github.com/swantmon"
Sampling Space-Saving Set Sketches,https://paperswithcode.com/paper/sampling-space-saving-set-sketches,2402.08604,https://github.com/datadog/ssss-paper-code,true,none,https://raw.githubusercontent.com/datadog/ssss-paper-code/main/README.md,requirements.txt not found,None,Rust,1,2023-06-28T14:25:17Z,"https://github.com/githomin, https://github.com/CharlesMasson"
On the Pitfalls of Measuring Emergent Communication,https://paperswithcode.com/paper/on-the-pitfalls-of-measuring-emergent,1903.05168,https://github.com/facebookresearch/measuring-emergent-comm,true,pytorch,https://raw.githubusercontent.com/facebookresearch/measuring-emergent-comm/master/README.md,requirements.txt not found,None,Python,33,2019-03-12T15:08:46Z,
